doc_id,count_words,count_sentences,count_pos,count_neg,calculate_words,calculate_sentences,calculate_pos,calculate_neg
33323,39,1,0,3,39,1,0.0,74.0
33324,21,1,4,0,21,1,3.0,0.0
33325,23,1,3,3,23,1,11.0,25.0
33326,108,1,7,5,108,1,149.0,709.0
33327,28,1,8,4,28,1,153.0,103.0
33328,79,1,1,1,79,1,0.0,344.0
33329,184,1,3,15,184,1,131.0,4624.0
33330,8,1,1,0,8,1,2,0
33331,162,1,18,14,162,1,1177.0,1013.0
33332,68,9,3,4,68,9,25.0,20.0
33333,20,2,0,0,20,2,0,0
33334,10,1,0,2,10,1,0,12
33335,10,1,1,2,10,1,-2.0,13.0
33336,23,3,1,1,23,3,8,5
33337,26,1,0,2,26,1,0.0,54.0
33338,397,5,30,17,397,5,1140.0,1215.0
33339,35,1,0,0,35,1,0,0
33340,25,1,0,2,25,1,0,18
33341,5,1,0,0,5,1,0,0
33342,150,5,4,13,150,5,-3.0,283.0
33343,316,11,19,25,316,11,761.0,279.0
33344,3,1,1,1,3,1,2,3
33345,26,1,3,1,26,1,45,13
33346,414,16,17,26,414,16,320.0,696.0
33347,197,12,21,18,197,12,219.0,190.0
33348,150,1,21,5,150,1,2715.0,330.5
33349,25,1,0,1,25,1,0.0,24.0
33350,193,8,18,15,193,8,176.0,206.0
33351,19,1,1,1,19,1,3,10
33352,177,1,6,2,177,1,21.0,164.0
33353,17,1,2,0,17,1,77.0,0.0
33354,5,1,0,0,5,1,0,0
33355,24,1,1,1,24,1,-17.0,2.0
33356,28,2,2,0,28,2,84.0,0.0
33357,38,3,0,2,38,3,0.0,-5.0
33358,9,2,0,0,9,2,0,0
33359,70,1,1,13,70,1,-12.0,870.0
33360,13,1,0,1,13,1,0,7
33361,122,4,9,10,122,4,170.0,209.5
33362,236,2,15,8,236,2,917.0,268.0
33363,7,1,0,1,7,1,0,4
33364,6,1,0,1,6,1,0,3
33365,26,1,1,4,26,1,23.0,79.0
33366,25,1,1,0,25,1,-6.0,0.0
33367,5,1,0,2,5,1,0,7
33368,31,1,0,9,31,1,0.0,191.0
33369,46,1,0,2,46,1,0,37
33370,20,1,0,0,20,1,0,0
33371,9,1,0,2,9,1,0,12
33372,8,1,0,0,8,1,0,0
33373,7,1,0,2,7,1,0.0,12.0
33374,21,1,0,3,21,1,0,38
33375,8,1,2,1,8,1,7.0,3.0
33376,43,2,2,3,43,2,15.0,27.0
33377,10,1,0,0,10,1,0,0
33378,297,4,14,26,297,4,1261.0,2204.0
33379,456,17,17,33,456,17,361.0,923.0
33380,14,1,2,2,14,1,10,18
33381,153,22,3,15,153,22,13.0,30.0
33382,67,1,1,7,67,1,0.0,350.0
33383,2,1,0,0,2,1,0,0
33384,8,1,0,1,8,1,0,4
33385,50,2,6,2,50,2,72,23
33386,8,1,3,0,8,1,13,0
33387,31,2,0,1,31,2,0,1
33388,8,1,2,0,8,1,19.0,0.0
33389,2,1,0,0,2,1,0,0
33390,26,2,2,1,26,2,15,7
33391,20,1,0,0,20,1,0,0
33392,74,1,11,3,74,1,370.0,145.0
33393,22,1,3,0,22,1,29.0,0.0
33394,42,1,0,4,42,1,0.0,101.0
33395,2,1,0,0,2,1,0,0
33396,14,1,0,2,14,1,0,19
33397,89,1,13,3,89,1,1545.0,105.0
33398,9,1,0,0,9,1,0,0
33399,5,1,1,2,5,1,4,6
33400,17,1,0,0,17,1,0,0
33401,10,1,1,1,10,1,7,9
33402,7,3,1,0,7,3,4,0
33403,12,1,1,0,12,1,2.0,0.0
33404,40,1,2,0,40,1,28,0
33405,36,1,0,3,36,1,0.0,84.0
33406,170,2,9,13,170,2,-23.0,2414.0
33407,10,1,1,0,10,1,-4.0,0.0
33408,313,2,6,20,313,2,169.0,3977.0
33409,9,1,0,2,9,1,0,8
33410,12,1,0,0,12,1,0,0
33411,21,2,1,2,21,2,0.0,18.0
33412,3,1,0,0,3,1,0,0
33413,3,1,0,1,3,1,0,1
33414,6,1,1,2,6,1,4.0,18.0
33415,20,1,3,1,20,1,68.0,36.0
33416,13,1,0,0,13,1,0,0
33417,5,1,0,0,5,1,0,0
33418,4,1,0,1,4,1,0,1
33419,3,1,0,0,3,1,0,0
33420,42,2,6,9,42,2,77.0,118.0
33421,24,1,3,1,24,1,10.0,21.0
33422,13,1,0,0,13,1,0,0
33423,53,2,5,5,53,2,15.0,158.0
33424,98,7,6,4,98,7,50.0,14.5
33425,36,1,1,0,36,1,18.0,0.0
33426,16,1,1,2,16,1,0.0,24.0
33427,21,2,0,3,21,2,0.0,9.0
33428,33,1,0,3,33,1,0,51
33429,22,1,2,0,22,1,26.0,0.0
33430,702,21,39,40,702,21,1308.0,1332.0
33431,19,1,2,4,19,1,27,27
33432,13,1,1,0,13,1,7,0
33433,13,1,0,2,13,1,0,11
33434,25,1,2,1,25,1,56.0,14.0
33435,8,1,0,0,8,1,0,0
33436,7,1,0,0,7,1,0,0
33437,7,1,0,0,7,1,0,0
33438,4,1,0,0,4,1,0,0
33439,20,1,2,0,20,1,49.0,0.0
33440,38,1,5,1,38,1,127.5,37.0
33441,6,1,0,0,6,1,0,0
33442,11,1,0,0,11,1,0,0
33443,11,1,0,2,11,1,0.0,22.0
33444,7,1,0,2,7,1,0,7
33445,44,2,3,2,44,2,16.0,32.0
33446,13,1,0,0,13,1,0,0
33447,23,1,0,0,23,1,0,0
33448,39,1,2,3,39,1,-17.0,-21.0
33449,19,1,4,2,19,1,59.0,23.0
33450,23,1,0,2,23,1,0.0,50.0
33451,18,5,0,0,18,5,0,0
33452,10,1,0,1,10,1,0,6
33453,17,1,0,1,17,1,0,13
33454,20,2,2,3,20,2,42.0,18.0
33455,40,2,3,2,40,2,13.0,34.0
33456,12,1,0,0,12,1,0,0
33457,43,2,4,3,43,2,147.0,51.0
33458,35,1,5,2,35,1,121.0,0.0
33459,10,1,0,0,10,1,0,0
33460,29,1,3,2,29,1,47.0,38.0
33461,30,1,3,3,30,1,88.0,46.0
33462,15,1,1,0,15,1,-9.0,0.0
33463,10,1,0,1,10,1,0,5
33464,44,1,6,1,44,1,963.5,16.0
33465,18,1,2,1,18,1,20,15
33466,38,4,0,4,38,4,0.0,68.0
33467,17,1,0,0,17,1,0,0
33468,33,2,0,2,33,2,0.0,11.0
33469,27,2,1,3,27,2,5,22
33470,495,16,13,42,495,16,413.0,1469.0
33471,15,1,1,0,15,1,3,0
33472,84,4,2,7,84,4,21.0,164.0
33473,95,5,2,15,95,5,50.0,172.0
33474,87,2,1,6,87,2,17.0,206.0
33475,14,1,2,1,14,1,13,10
33476,7,1,0,1,7,1,0.0,15.0
33477,32,1,6,1,32,1,158.0,2.0
33478,19,1,0,1,19,1,0,4
33479,43,1,0,3,43,1,0,98
33480,78,1,0,0,78,1,0,0
33481,90,5,11,6,90,5,100.0,139.0
33482,17,1,1,1,17,1,15,8
33483,26,3,4,1,26,3,37.0,5.0
33484,37,2,3,2,37,2,31.0,21.5
33485,16,1,2,0,16,1,24.0,0.0
33486,90,1,14,4,90,1,633.0,184.5
33487,18,1,1,0,18,1,7,0
33488,30,2,0,1,30,2,0.0,4.0
33489,8,1,0,1,8,1,0,4
33490,34,2,3,1,34,2,22484.0,4.0
33491,19,2,0,3,19,2,0,10
33492,76,3,3,4,76,3,-21.0,34.5
33493,5,1,1,0,5,1,3,0
33494,22,1,2,3,22,1,87.0,28.0
33495,11,1,0,1,11,1,0,2
33496,23,1,5,1,23,1,53,12
33497,77,1,3,4,77,1,227.0,137.0
33498,12,1,1,0,12,1,3,0
33499,37,1,8,2,37,1,175.0,67.0
33500,13,1,0,1,13,1,0,9
33501,20,1,2,2,20,1,31,14
33502,76,1,19,4,76,1,579.0,142.0
33503,27,1,3,0,27,1,-1.0,0.0
33504,11,1,1,2,11,1,7,10
33505,26,1,2,5,26,1,25,37
33506,42,3,2,2,42,3,12,18
33507,15,1,1,0,15,1,-4.0,0.0
33508,31,1,2,2,31,1,65.0,32.0
33509,56,2,3,7,56,2,56.0,161.0
33510,26,1,0,2,26,1,0,46
33511,24,1,2,2,24,1,33,40
33512,24,1,0,1,24,1,0,22
33513,12,1,0,1,12,1,0,1
33514,22,1,3,0,22,1,45,0
33515,16,2,0,0,16,2,0,0
33516,10,1,0,0,10,1,0,0
33517,52,2,7,1,52,2,75.0,2.0
33518,34,1,6,2,34,1,124.0,41.0
33519,86,4,4,2,86,4,12.0,16.0
33520,39,3,1,1,39,3,4.0,54.0
33521,27,1,0,3,27,1,0.0,65.0
33522,33,3,1,0,33,3,14,0
33523,223,19,5,12,223,19,13.0,63.0
33524,117,3,2,1,117,3,42.0,3.0
33525,18,2,1,2,18,2,4.0,23.0
33526,2,1,0,0,2,1,0,0
33527,10,1,1,0,10,1,7,0
33528,2,1,0,1,2,1,0,1
33529,54,1,1,8,54,1,57.0,110.0
33530,56,1,11,0,56,1,296.0,0.0
33531,89,1,3,8,89,1,0.0,823.0
33532,25,1,0,1,25,1,0,24
33533,43,1,3,6,43,1,12.0,157.0
33534,13,1,2,0,13,1,13,0
33535,28,1,2,0,28,1,27,0
33536,103,2,4,2,103,2,134.0,90.0
33537,142,3,8,5,142,3,98.5,1102.0
33538,6,1,0,1,6,1,0,6
33539,21,1,0,1,21,1,0.0,27.0
33540,32,1,1,4,32,1,54.0,247.0
33541,30,1,2,2,30,1,49,27
33542,68,1,3,1,68,1,119.0,33.0
33543,53,1,2,1,53,1,35.0,64.0
33544,3,1,0,2,3,1,0,4
33545,6,1,1,1,6,1,1,4
33546,15,2,3,0,15,2,7.5,0.0
33547,24,1,2,1,24,1,-5.0,43.0
33548,70,3,1,1,70,3,-396.0,5.0
33549,3,1,0,0,3,1,0,0
33550,61,1,1,5,61,1,6.0,218.5
33551,18,1,1,1,18,1,-12.0,8.0
33552,55,1,1,2,55,1,135.0,22.5
33553,26,3,2,2,26,3,26.0,29.0
33554,54,3,4,12,54,3,36.0,174.0
33555,33,1,1,1,33,1,24.0,90.0
33556,75,7,7,5,75,7,67.0,39.0
33557,14,1,2,2,14,1,3.0,51.0
33558,26,1,0,4,26,1,0.0,115.0
33559,22,1,2,2,22,1,8.0,110.0
33560,31,1,2,1,31,1,-28.0,66.0
33561,23,1,2,0,23,1,-11.0,0.0
33562,70,1,14,4,70,1,574.0,130.0
33563,49,1,1,5,49,1,0.0,125.0
33564,90,5,2,5,90,5,49.0,153.0
33565,19,1,0,2,19,1,0,25
33566,22,2,3,4,22,2,15,21
33567,5,1,0,0,5,1,0,0
33568,3,1,0,1,3,1,0,2
33569,213,9,11,9,213,9,530.0,141.0
33570,12,1,0,0,12,1,0,0
33571,41,3,1,2,41,3,20,7
33572,425,1,35,54,425,1,9982.0,13718.0
33573,39,2,0,6,39,2,0,57
33574,27,2,0,0,27,2,0,0
33575,19,2,0,2,19,2,0,11
33576,5,1,0,1,5,1,0.0,3.0
33577,25,1,0,2,25,1,0.0,9.0
33578,17,1,1,0,17,1,9,0
33579,63,3,2,9,63,3,5,92
33580,37,2,0,2,37,2,0,55
33581,46,1,1,2,46,1,37,55
33582,18,1,2,1,18,1,16,12
33583,174,1,3,10,174,1,675.0,1791.0
33584,274,10,10,11,274,10,145.0,206.0
33585,80,3,18,5,80,3,372.0,130.0
33586,6,1,1,1,6,1,3,4
33587,75,1,0,4,75,1,0.0,33.0
33588,60,2,1,2,60,2,47.0,29.0
33589,20,1,1,2,20,1,0.0,349.0
33590,38,1,1,5,38,1,0.0,139.0
33591,71,3,2,3,71,3,40,35
33592,166,11,9,12,166,11,176.0,163.0
33593,26,1,4,1,26,1,40.0,19.0
33594,4,1,0,0,4,1,0,0
33595,9,1,1,1,9,1,8.0,0.0
33596,2,1,0,0,2,1,0,0
33597,31,1,2,0,31,1,100.5,0.0
33598,38,4,5,3,38,4,20.0,15.0
33599,16,1,0,2,16,1,0,9
33600,31,1,0,0,31,1,0,0
33601,6,1,0,0,6,1,0,0
33602,221,1,35,10,221,1,2945.0,1603.0
33603,10,1,2,0,10,1,38.0,0.0
33604,463,2,30,20,463,2,3156.0,7819.0
33605,4,1,0,0,4,1,0,0
33606,8,1,0,0,8,1,0,0
33607,7,1,0,1,7,1,0,1
33608,1,1,0,0,1,1,0,0
33609,23,1,4,0,23,1,60.0,0.0
33610,12,1,0,0,12,1,0,0
33611,9,1,0,1,9,1,0.0,24.0
33612,2,1,0,1,2,1,0,1
33613,5,1,0,0,5,1,0,0
33614,46,1,7,9,46,1,108.0,144.0
33615,22,1,3,1,22,1,13.0,18.0
33616,15,1,0,3,15,1,0.0,34.0
33617,59,1,5,9,59,1,159.0,355.0
33618,56,1,7,2,56,1,87.0,54.0
33619,63,4,6,5,63,4,65.0,12.0
33620,15,1,0,0,15,1,0,0
33621,13,2,1,0,13,2,3,0
33622,24,1,1,0,24,1,-18.0,0.0
33623,4,1,1,1,4,1,4.0,2.0
33624,94,1,8,9,94,1,144.0,620.0
33625,70,3,1,9,70,3,6,97
33626,7,1,0,1,7,1,0,1
33627,8,1,0,1,8,1,0.0,-6.0
33628,23,1,1,1,23,1,36.0,9.0
33629,41,1,8,5,41,1,178.0,147.0
33630,47,1,3,3,47,1,19.0,94.0
33631,32,4,1,1,32,4,5,7
33632,730,2,99,33,730,2,28069.0,11393.0
33633,25,1,1,2,25,1,15,18
33634,141,1,24,7,141,1,2763.0,766.0
33635,13,1,2,1,13,1,9.5,13.0
33636,19,1,2,1,19,1,15.5,12.0
33637,149,6,15,4,149,6,544,118
33638,18,1,0,2,18,1,0.0,171.0
33639,66,2,2,6,66,2,0.0,192.0
33640,64,2,6,5,64,2,224.0,281.0
33641,20,1,0,1,20,1,0.0,42.0
33642,13,1,0,2,13,1,0,10
33643,7,1,0,0,7,1,0,0
33644,18,5,0,0,18,5,0,0
33645,104,5,3,8,104,5,33.0,144.0
33646,4,1,1,0,4,1,2,0
33647,24,1,1,1,24,1,0.0,66.0
33648,7,1,0,1,7,1,0.0,9.0
33649,16,1,0,1,16,1,0.0,6.0
33650,17,1,3,0,17,1,22,0
33651,65,1,9,2,65,1,467.0,51.0
33652,5,1,0,3,5,1,0.0,17.0
33653,201,14,12,8,201,14,138.0,82.5
33654,68,1,14,2,68,1,516.0,40.0
33655,156,2,37,9,156,2,1896.5,257.0
33656,21,1,1,1,21,1,0.0,19.0
33657,117,3,19,9,117,3,536.0,247.0
33658,7,1,0,1,7,1,0.0,3.0
33659,9,1,0,1,9,1,0.0,8.0
33660,5,1,0,2,5,1,0,6
33661,22,1,2,1,22,1,-2.0,1.0
33662,56,1,1,7,56,1,34.0,225.0
33663,89,1,3,3,89,1,215.0,403.0
33664,4,1,0,0,4,1,0,0
33665,6,1,0,0,6,1,0,0
33666,21,2,1,0,21,2,10.0,0.0
33667,86,3,6,4,86,3,70.0,136.0
33668,8,1,0,2,8,1,0,11
33669,25,1,4,0,25,1,45,0
33670,12,3,0,0,12,3,0,0
33671,24,1,1,0,24,1,16.0,0.0
33672,5,1,0,0,5,1,0,0
33673,12,1,0,0,12,1,0,0
33674,28,1,4,2,28,1,33,43
33675,22,1,2,2,22,1,25.0,39.0
33676,10,1,1,0,10,1,16.0,0.0
33677,5,1,0,1,5,1,0.0,9.0
33678,38,1,0,3,38,1,0.0,177.0
33679,75,1,22,5,75,1,873.0,245.0
33680,45,3,0,3,45,3,0.0,-14.0
33681,16,2,1,0,16,2,3,0
33682,19,1,1,2,19,1,17,19
33683,41,1,1,5,41,1,4.0,181.0
33684,14,1,0,0,14,1,0,0
33685,23,1,1,2,23,1,11,24
33686,12,1,0,3,12,1,0.0,58.0
33687,17,1,1,4,17,1,18.0,34.0
33688,56,1,1,5,56,1,147.0,98.5
33689,13,1,0,1,13,1,0,2
33690,25,1,0,1,25,1,0,11
33691,52,2,5,3,52,2,67.0,98.0
33692,13,1,0,1,13,1,0,13
33693,39,1,0,1,39,1,0.0,108.0
33694,13,2,0,3,13,2,0,10
33695,3,1,0,0,3,1,0,0
33696,120,5,1,8,120,5,15.0,183.0
33697,146,2,23,9,146,2,1286.5,231.0
33698,40,1,5,3,40,1,10.5,14.0
33699,44,2,6,2,44,2,149.0,33.0
33700,49,3,1,2,49,3,18.0,32.0
33701,120,3,4,9,120,3,133.0,301.0
33702,17,1,4,0,17,1,35,0
33703,16,1,0,1,16,1,0.0,2.0
33704,61,1,3,5,61,1,79.0,243.0
33705,10,1,0,0,10,1,0,0
33706,75,4,1,5,75,4,-1.0,99.0
33707,87,4,3,11,87,4,20.0,273.0
33708,118,1,5,18,118,1,219,1272
33709,14,1,0,2,14,1,0,4
33710,17,1,1,1,17,1,1,5
33711,108,2,17,15,108,2,971.0,1812.0
33712,54,1,2,2,54,1,36.0,258.0
33713,20,2,1,0,20,2,432.0,0.0
33714,22,1,0,1,22,1,0.0,12.0
33715,39,1,2,3,39,1,114.0,333.0
33716,21,1,2,0,21,1,23,0
33717,30,1,0,4,30,1,0.0,61.0
33718,47,1,4,3,47,1,169.0,4.0
33719,53,1,3,4,53,1,111.0,109.0
33720,37,2,3,1,37,2,30,16
33721,29,1,2,4,29,1,-5.0,107.0
33722,5,1,1,2,5,1,2,5
33723,47,1,2,3,47,1,21.5,23.5
33724,24,1,0,2,24,1,0.0,28.0
33725,29,2,1,5,29,2,18.0,29.0
33726,443,1,66,35,443,1,14166.0,7910.0
33727,61,2,9,2,61,2,281.0,27.0
33728,22,2,2,0,22,2,24,0
33729,26,1,3,3,26,1,38.0,100.0
33730,5,1,0,0,5,1,0,0
33731,55,1,1,7,55,1,14.0,122.0
33732,27,1,0,0,27,1,0,0
33733,5,1,0,0,5,1,0,0
33734,98,1,9,4,98,1,275.0,148.0
33735,128,21,4,6,128,21,8.0,9.0
33736,43,1,4,3,43,1,50.0,102.5
33737,44,3,1,2,44,3,20,20
33738,2,1,0,0,2,1,0,0
33739,51,1,4,2,51,1,150.5,4.0
33740,4,1,0,0,4,1,0,0
33741,13,1,1,0,13,1,8,0
33742,30,1,2,0,30,1,48,0
33743,57,1,9,3,57,1,156.0,74.0
33744,14,1,2,3,14,1,14,21
33745,4,1,1,1,4,1,1,2
33746,107,1,11,5,107,1,635.0,300.0
33747,45,1,0,4,45,1,0.0,59.0
33748,25,1,2,2,25,1,27.0,26.0
33749,145,4,13,10,145,4,135.0,231.0
33750,8,1,1,1,8,1,2,1
33751,44,4,2,5,44,4,2.0,26.0
33752,133,6,9,6,133,6,109.0,89.0
33753,75,1,2,3,75,1,0.0,146.5
33754,11,1,0,2,11,1,0,12
33755,27,1,2,1,27,1,19,5
33756,13,2,0,1,13,2,0,2
33757,85,1,7,2,85,1,268.0,12.0
33758,3,1,0,0,3,1,0,0
33759,13,1,0,0,13,1,0,0
33760,63,2,2,7,63,2,109.0,179.0
33761,9,1,1,1,9,1,6,9
33762,17,1,1,0,17,1,22.0,0.0
33763,48,2,1,5,48,2,4,47
33764,363,15,15,18,363,15,299.0,275.0
33765,43,1,1,0,43,1,20,0
33766,13,1,0,1,13,1,0,11
33767,58,1,3,4,58,1,3.0,93.0
33768,18,1,0,0,18,1,0,0
33769,37,1,3,3,37,1,84.0,80.0
33770,43,1,2,0,43,1,31,0
33771,11,1,1,1,11,1,3.0,12.0
33772,9,1,0,0,9,1,0,0
33773,16,1,0,3,16,1,0.0,52.0
33774,16,1,0,0,16,1,0,0
33775,23,2,1,1,23,2,6,5
33776,11,1,1,2,11,1,6,5
33777,28,1,5,5,28,1,122.0,63.0
33778,65,10,8,6,65,10,8.0,31.0
33779,9,1,0,1,9,1,0,8
33780,85,1,3,3,85,1,-14.0,270.5
33781,18,1,1,2,18,1,0.0,25.0
33782,8,1,1,1,8,1,7,6
33783,13,1,0,0,13,1,0,0
33784,2,1,0,0,2,1,0,0
33785,3,1,0,0,3,1,0,0
33786,12,1,0,0,12,1,0,0
33787,5,1,0,1,5,1,0.0,3.0
33788,11,1,1,0,11,1,3,0
33789,15,1,0,1,15,1,0,15
33790,43,2,2,7,43,2,10.0,257.0
33791,8,1,0,0,8,1,0,0
33792,3,1,1,0,3,1,2,0
33793,198,1,32,8,198,1,6760.5,719.5
33794,11,1,1,0,11,1,-6.0,0.0
33795,7,1,0,0,7,1,0,0
33796,30,1,1,2,30,1,36.0,-3.0
33797,8,1,1,0,8,1,7,0
33798,229,5,9,12,229,5,140.0,1474.0
33799,4,1,0,0,4,1,0,0
33800,15,1,2,1,15,1,76.0,5.0
33801,33,1,6,3,33,1,78.0,89.0
33802,49,1,0,5,49,1,0,151
33803,2,1,0,0,2,1,0,0
33804,165,5,4,4,165,5,31.0,434.0
33805,15,1,4,2,15,1,43.0,28.0
33806,5,1,0,1,5,1,0,1
33807,16,1,1,2,16,1,8.0,44.0
33808,69,2,4,0,69,2,152.0,0.0
33809,5,1,0,1,5,1,0,1
33810,37,1,2,2,37,1,33.0,79.0
33811,63,3,5,2,63,3,106.0,36.0
33812,10,1,1,0,10,1,3,0
33813,24,2,0,3,24,2,0,12
33814,32,2,0,2,32,2,0.0,96.0
33815,8,1,0,1,8,1,0,3
33816,13,1,1,0,13,1,7,0
33817,18,5,0,0,18,5,0,0
33818,35,1,2,0,35,1,87.0,0.0
33819,5,1,0,0,5,1,0,0
33820,10,1,1,1,10,1,7,10
33821,23,1,0,0,23,1,0,0
33822,16,1,0,1,16,1,0,16
33823,25,3,1,1,25,3,12.0,30.0
33824,11,1,2,0,11,1,-13.0,0.0
33825,7,1,0,2,7,1,0.0,25.0
33826,37,4,4,1,37,4,4.0,4.0
33827,5,1,0,0,5,1,0,0
33828,136,7,8,12,136,7,105.0,188.0
33829,8,1,1,0,8,1,5,0
33830,22,1,1,0,22,1,18,0
33831,1,1,0,0,1,1,0,0
33832,12,1,1,0,12,1,6,0
33833,12,1,0,1,12,1,0.0,6.0
33834,32,1,0,2,32,1,0.0,36.0
33835,11,1,1,1,11,1,27.0,3.0
33836,1,1,0,0,1,1,0,0
33837,15,1,1,1,15,1,8,3
33838,20,1,2,2,20,1,22,36
33839,17,1,1,1,17,1,10.0,-2.0
33840,38,1,7,2,38,1,177.5,73.0
33841,73,1,10,3,73,1,252.0,219.0
33842,14,1,1,0,14,1,9,0
33843,33,2,1,6,33,2,23.0,93.0
33844,30,2,0,0,30,2,0,0
33845,12,1,0,0,12,1,0,0
33846,5,1,0,0,5,1,0,0
33847,45,1,2,4,45,1,6.0,231.0
33848,21,3,1,3,21,3,-3.0,42.0
33849,47,1,5,1,47,1,69.0,19.0
33850,9,1,0,1,9,1,0.0,0.5
33851,161,1,13,12,161,1,1394.0,1025.0
33852,11,2,1,0,11,2,2,0
33853,23,1,0,2,23,1,0.0,18.0
33854,23,1,1,1,23,1,60.0,6.0
33855,32,1,5,3,32,1,135.0,94.0
33856,14,1,1,1,14,1,3,10
33857,21,1,1,0,21,1,7,0
33858,50,3,7,1,50,3,191.0,45.0
33859,90,3,0,14,90,3,0.0,130.5
33860,38,2,1,7,38,2,84.0,94.0
33861,22,1,1,1,22,1,24.0,-5.0
33862,2,1,0,0,2,1,0,0
33863,21,1,0,2,21,1,0.0,31.0
33864,11,2,0,0,11,2,0,0
33865,5,1,0,1,5,1,0,3
33866,56,2,1,8,56,2,21,122
33867,3,1,0,0,3,1,0,0
33868,109,4,1,4,109,4,6.0,105.0
33869,24,1,0,1,24,1,0.0,-3.0
33870,3,1,0,0,3,1,0,0
33871,85,3,4,5,85,3,80.0,31.0
33872,10,1,0,0,10,1,0,0
33873,9,2,0,1,9,2,0,3
33874,6,1,0,0,6,1,0,0
33875,11,1,0,0,11,1,0,0
33876,6,1,0,0,6,1,0,0
33877,7,1,0,0,7,1,0,0
33878,46,1,7,2,46,1,295.0,24.0
33879,56,1,1,6,56,1,-7.0,247.0
33880,30,1,0,3,30,1,0.0,42.0
33881,8,1,0,0,8,1,0,0
33882,56,6,0,5,56,6,0.0,34.0
33883,66,2,4,3,66,2,50.0,24.0
33884,17,1,1,0,17,1,42.0,0.0
33885,10,1,1,1,10,1,9,3
33886,26,2,0,1,26,2,0,12
33887,11,1,0,1,11,1,0.0,-12.0
33888,17,2,3,0,17,2,9.0,0.0
33889,73,1,8,2,73,1,290.0,252.0
33890,14,1,0,0,14,1,0,0
33891,11,1,3,1,11,1,23,5
33892,20,1,0,0,20,1,0,0
33893,64,3,7,6,64,3,47.0,114.0
33894,78,3,1,8,78,3,10.0,107.0
33895,21,1,0,4,21,1,0.0,91.0
33896,18,1,3,1,18,1,56.0,8.0
33897,11,1,0,0,11,1,0,0
33898,11,1,2,0,11,1,35.0,0.0
33899,5,1,0,0,5,1,0,0
33900,63,1,3,4,63,1,213.0,33.0
33901,88,4,0,9,88,4,0.0,86.0
33902,33,2,1,2,33,2,6.0,43.0
33903,644,14,41,46,644,14,2389.5,1309.0
33904,38,2,1,2,38,2,-2.0,72.0
33905,9,1,0,4,9,1,0.0,27.0
33906,9,1,0,0,9,1,0,0
33907,22,1,3,1,22,1,40.0,1.0
33908,9,1,0,1,9,1,0.0,6.0
33909,10,1,1,1,10,1,3,5
33910,13,1,0,1,13,1,0.0,21.0
33911,58,1,5,1,58,1,117.0,46.0
33912,38,1,0,5,38,1,0.0,63.5
33913,168,16,1,15,168,16,-3.0,227.0
33914,15,2,0,0,15,2,0,0
33915,33,1,4,2,33,1,-48.0,34.0
33916,8,1,0,0,8,1,0,0
33917,11,1,0,1,11,1,0,7
33918,7,1,2,0,7,1,9,0
33919,10,1,0,0,10,1,0,0
33920,138,4,9,8,138,4,147.0,211.0
33921,85,12,1,5,85,12,-4.0,14.0
33922,25,1,1,0,25,1,23,0
33923,50,1,0,4,50,1,0.0,563.0
33924,117,4,6,11,117,4,70.0,197.0
33925,5,1,1,0,5,1,3,0
33926,17,1,0,0,17,1,0,0
33927,11,1,0,2,11,1,0,6
33928,7,1,0,1,7,1,0,3
33929,135,5,5,18,135,5,87.0,328.0
33930,178,5,5,4,178,5,280.0,486.0
33931,26,1,6,1,26,1,154.0,10.0
33932,6,1,0,0,6,1,0,0
33933,30,1,0,3,30,1,0.0,21.5
33934,9,1,0,1,9,1,0,1
33935,31,3,3,2,31,3,20,8
33936,12,1,2,0,12,1,11.0,0.0
33937,7,1,0,2,7,1,0,11
33938,8,1,0,0,8,1,0,0
33939,132,1,5,16,132,1,12.0,1118.0
33940,17,1,1,1,17,1,11.0,18.0
33941,22,2,0,1,22,2,0,8
33942,59,10,4,2,59,10,18,12
33943,66,1,10,6,66,1,522.0,245.0
33944,25,1,1,3,25,1,24.0,48.0
33945,30,1,2,3,30,1,22,52
33946,13,1,2,0,13,1,42.0,0.0
33947,49,3,2,7,49,3,86.0,36.0
33948,12,1,1,0,12,1,12,0
33949,101,2,3,5,101,2,127.0,153.0
33950,69,3,2,6,69,3,0.0,58.5
33951,43,1,3,0,43,1,0.0,0.0
33952,38,2,1,3,38,2,10,30
33953,14,1,1,0,14,1,-4.0,0.0
33954,20,2,0,0,20,2,0,0
33955,12,1,1,0,12,1,4,0
33956,39,3,0,0,39,3,0,0
33957,4,1,0,0,4,1,0,0
33958,6,1,1,1,6,1,7.0,0.0
33959,96,4,2,8,96,4,0.0,150.0
33960,35,6,0,2,35,6,0.0,5.5
33961,113,1,14,8,113,1,768.0,622.5
33962,18,1,0,1,18,1,0,9
33963,73,4,8,3,73,4,123,23
33964,20,1,2,2,20,1,13,34
33965,7,1,0,0,7,1,0,0
33966,18,1,0,1,18,1,0,7
33967,7,1,0,0,7,1,0,0
33968,21,1,3,2,21,1,25,27
33969,7,1,2,0,7,1,3,0
33970,13,1,0,2,13,1,0.0,23.0
33971,10,1,2,0,10,1,11,0
33972,10,1,0,1,10,1,0,5
33973,9,1,0,0,9,1,0,0
33974,35,2,2,1,35,2,13.0,51.0
33975,11,2,1,0,11,2,4,0
33976,24,1,1,2,24,1,6,25
33977,237,1,12,11,237,1,2556.0,2130.0
